,epoch_train,epoch_validate
0,0.94045585,0.9777778
1,0.9817664,0.982906
2,0.98376065,0.982906
3,0.9851852,0.9880342
4,0.9903134,0.98888886
5,0.98888886,0.9863248
6,0.99059826,0.98888886
7,0.988604,0.991453
8,0.9900285,0.9880342
9,0.9894587,0.99059826
